Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50
PGDM1400+PGT121,191955_A11,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,19252094_A5_G2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,<0.001,
PGDM1400+PGT121,19314479_A2_5,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.003,
PGDM1400+PGT121,19707346_E8_C6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.005,0.025,
PGDM1400+PGT121,19715820_A10_H2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.002,0.013,
PGDM1400+PGT121,20104663_E11_D2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.003,
PGDM1400+PGT121,20198102_E9_G1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.009,0.038,
PGDM1400+PGT121,20258279_V2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,1.138,11.794,
PGDM1400+PGT121,20286961_C1_H8,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.079,1.152,
PGDM1400+PGT121,20355851_20,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,15.95,>50,
PGDM1400+PGT121,20358510_01,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.008,0.081,
PGDM1400+PGT121,20417927_07,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.796,>50,
PGDM1400+PGT121,20721190,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.276,1.444,
PGDM1400+PGT121,20803520,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.018,0.128,
PGDM1400+PGT121,20883229_C9_H6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.03,0.155,
PGDM1400+PGT121,20915593,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.006,
PGDM1400+PGT121,20927783,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.002,0.016,
PGDM1400+PGT121,20965238,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>50,>50,
PGDM1400+PGT121,21197826_V1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.705,3.956,
PGDM1400+PGT121,21203310_G7_C3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.047,0.259,
PGDM1400+PGT121,21261106_C12_H2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.009,0.103,
PGDM1400+PGT121,21283649,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,10.52,>50,
PGDM1400+PGT121,21369737_G11_F2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.019,0.074,
PGDM1400+PGT121,21399975_E2_B3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.004,
PGDM1400+PGT121,21492713_B11_E3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.009,
PGDM1400+PGT121,21502011_F12_E2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.006,0.033,
PGDM1400+PGT121,21561324_D3_B5,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.019,0.104,
PGDM1400+PGT121,231965_C1,Sok et al. PNAS USA 111:17624 (2014),25422458,0.004,,
PGDM1400+PGT121,234_F1_16_57,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.002,
PGDM1400+PGT121,235080_3G7_REV,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,<0.001,
PGDM1400+PGT121,235_47,Sok et al. PNAS USA 111:17624 (2014),25422458,0.003,,
PGDM1400+PGT121,249M_B10,Sok et al. PNAS USA 111:17624 (2014),25422458,0.013,,
PGDM1400+PGT121,263_8,Sok et al. PNAS USA 111:17624 (2014),25422458,0.023,,
PGDM1400+PGT121,2759058_F10_B6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.024,0.207,
PGDM1400+PGT121,2768732_C5_16,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.192,3.027,
PGDM1400+PGT121,2833264,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.016,0.111,
PGDM1400+PGT121,2865_A11_12,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.098,0.393,
PGDM1400+PGT121,2869751_A4_D3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.002,0.011,
PGDM1400+PGT121,2891391_A2_E1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>50,>50,
PGDM1400+PGT121,2969249,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>50,>50,
PGDM1400+PGT121,304_F2_1_11,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.023,24.585,
PGDM1400+PGT121,3103_V3_C10,Sok et al. PNAS USA 111:17624 (2014),25422458,0.007,,
PGDM1400+PGT121,3168_V4_C10,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.026,0.13,
PGDM1400+PGT121,3301_V1_C24,Sok et al. PNAS USA 111:17624 (2014),25422458,0.003,,
PGDM1400+PGT121,3312_D6_2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.002,0.013,
PGDM1400+PGT121,3426_V5_C17,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.003,
PGDM1400+PGT121,346_F4_D2_12,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.013,0.075,
PGDM1400+PGT121,3514597,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.004,0.014,
PGDM1400+PGT121,3545883_G1_E1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.002,0.014,
PGDM1400+PGT121,3603_C11_13,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.023,0.116,
PGDM1400+PGT121,3637_V5_C3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>50,>50,
PGDM1400+PGT121,3728_V2_C6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.137,2.69,
PGDM1400+PGT121,377_V4_C09,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.11,0.626,
PGDM1400+PGT121,3817_V2_C59,Sok et al. PNAS USA 111:17624 (2014),25422458,> 50,,
PGDM1400+PGT121,3873_V1_C24,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.002,0.007,
PGDM1400+PGT121,541_F1_A7_2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.013,0.048,
PGDM1400+PGT121,556_F2_3_25,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.025,0.126,
PGDM1400+PGT121,569_F1_37_10,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,44.814,>50,
PGDM1400+PGT121,6022_V7_C24,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.027,0.095,
PGDM1400+PGT121,6040_V4_C15,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.003,0.012,
PGDM1400+PGT121,6041_V3_C23,Sok et al. PNAS USA 111:17624 (2014),25422458,0.189,,
PGDM1400+PGT121,6146_V7_C23,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.007,
PGDM1400+PGT121,620345_C1,Sok et al. PNAS USA 111:17624 (2014),25422458,0.002,,
PGDM1400+PGT121,62357_14_D3_4589,Sok et al. PNAS USA 111:17624 (2014),25422458,0.008,,
PGDM1400+PGT121,6240_08_TA5_4622,Sok et al. PNAS USA 111:17624 (2014),25422458,0.042,,
PGDM1400+PGT121,6244_13_B5_4567,Sok et al. PNAS USA 111:17624 (2014),25422458,0.051,,
PGDM1400+PGT121,6322_V4_C1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.004,0.023,
PGDM1400+PGT121,6471_V1_C16,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>50,>50,
PGDM1400+PGT121,6480_V4_C25,Sok et al. PNAS USA 111:17624 (2014),25422458,0.007,,
PGDM1400+PGT121,6535_3,Sok et al. PNAS USA 111:17624 (2014),25422458,0.004,,
PGDM1400+PGT121,6540_V4_C1,Sok et al. PNAS USA 111:17624 (2014),25422458,0.002,,
PGDM1400+PGT121,6545_V4_C1,Sok et al. PNAS USA 111:17624 (2014),25422458,0.002,,
PGDM1400+PGT121,6631_V3_C10,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,36.043,>50,
PGDM1400+PGT121,6644_V2_C33,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.007,0.082,
PGDM1400+PGT121,6785_V5_C14,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.004,0.028,
PGDM1400+PGT121,6811_V7_C18,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,6838_V1_C35,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.011,0.106,
PGDM1400+PGT121,6952_V1_C20,Sok et al. PNAS USA 111:17624 (2014),25422458,0.02,,
PGDM1400+PGT121,6980_V0_C31,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.008,0.039,
PGDM1400+PGT121,703010010_C4,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.001,
PGDM1400+PGT121,703010054_2A2,Sok et al. PNAS USA 111:17624 (2014),25422458,0.003,,
PGDM1400+PGT121,703010054_2A2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.008,0.282,
PGDM1400+PGT121,703010131_1E2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.006,0.028,
PGDM1400+PGT121,703010200_1E5,Sok et al. PNAS USA 111:17624 (2014),25422458,0.004,,
PGDM1400+PGT121,703010200_1E5,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.008,
PGDM1400+PGT121,703010217_B6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,<0.001,
PGDM1400+PGT121,703010228_1C4,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.005,0.035,
PGDM1400+PGT121,704010042_2E5,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,<0.001,
PGDM1400+PGT121,704010069_C6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.004,0.143,
PGDM1400+PGT121,704010083_B8,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.045,0.244,
PGDM1400+PGT121,704809221_1B3,Sok et al. PNAS USA 111:17624 (2014),25422458,0.021,,
PGDM1400+PGT121,704809221_1B3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.018,0.101,
PGDM1400+PGT121,704810053_2B7,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.002,0.007,
PGDM1400+PGT121,705010067_TF,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.036,0.312,
PGDM1400+PGT121,705010185_TF,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,1.025,3.468,
PGDM1400+PGT121,705010198_TF,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.016,0.115,
PGDM1400+PGT121,706010164_1A7_REV,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.002,0.009,
PGDM1400+PGT121,722_G4_16,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.009,0.029,
PGDM1400+PGT121,89_F1_2_25,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,928_28,Sok et al. PNAS USA 111:17624 (2014),25422458,0.046,,
PGDM1400+PGT121,98_F4_H5_13,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.771,3.87,
PGDM1400+PGT121,A07412M1_VRC12,Sok et al. PNAS USA 111:17624 (2014),25422458,0.01,,
PGDM1400+PGT121,AC10_29,Sok et al. PNAS USA 111:17624 (2014),25422458,0.026,,
PGDM1400+PGT121,B005018_8_F6_3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.005,
PGDM1400+PGT121,B005582_7_G7_8,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,1.115,11.861,
PGDM1400+PGT121,BF1266_431A,Sok et al. PNAS USA 111:17624 (2014),25422458,0.003,,
PGDM1400+PGT121,BF1266_431A,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.003,0.013,
PGDM1400+PGT121,BJOX009000_02_4,Sok et al. PNAS USA 111:17624 (2014),25422458,0.294,,
PGDM1400+PGT121,BJOX010000_06_2,Sok et al. PNAS USA 111:17624 (2014),25422458,0.302,,
PGDM1400+PGT121,BJOX015000_11_5,Sok et al. PNAS USA 111:17624 (2014),25422458,0.179,,
PGDM1400+PGT121,BJOX025000_01_1,Sok et al. PNAS USA 111:17624 (2014),25422458,0.128,,
PGDM1400+PGT121,BJOX028000_10_3,Sok et al. PNAS USA 111:17624 (2014),25422458,0.61,,
PGDM1400+PGT121,C1080_C3,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,C3347_C11,Sok et al. PNAS USA 111:17624 (2014),25422458,0.004,,
PGDM1400+PGT121,C4118_9,Sok et al. PNAS USA 111:17624 (2014),25422458,0.002,,
PGDM1400+PGT121,CA146_H3_3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.005,0.018,
PGDM1400+PGT121,CA240_A5_5,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.003,
PGDM1400+PGT121,CA327_D2_2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.233,1.317,
PGDM1400+PGT121,CA392_H2_6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.054,0.216,
PGDM1400+PGT121,CA457_H1_1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.027,0.135,
PGDM1400+PGT121,CAAN5342,Sok et al. PNAS USA 111:17624 (2014),25422458,0.007,,
PGDM1400+PGT121,CAP129_1_15_B2_13,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.003,0.014,
PGDM1400+PGT121,CAP136_1_16_E6_1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.057,0.211,
PGDM1400+PGT121,CAP174_1_06_F3_1B,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.005,0.017,
PGDM1400+PGT121,CAP177_1A3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.039,0.325,
PGDM1400+PGT121,CAP188_1_D1_14_REV,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.868,11.995,
PGDM1400+PGT121,CAP200_B8A,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.002,0.011,
PGDM1400+PGT121,CAP206_1_B5_Y681D,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.007,0.028,
PGDM1400+PGT121,CAP210_E8,Sok et al. PNAS USA 111:17624 (2014),25422458,0.011,,
PGDM1400+PGT121,CAP210_TA5,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.019,0.199,
PGDM1400+PGT121,CAP220_2_00_A8_5B,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>50,>50,
PGDM1400+PGT121,CAP221_B14,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.029,2.128,
PGDM1400+PGT121,CAP224_1_18_C7_3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.01,0.041,
PGDM1400+PGT121,CAP225_1_06_A2_18,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.093,0.482,
PGDM1400+PGT121,CAP237_1_22_B2_2_39,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.04,46.373,
PGDM1400+PGT121,CAP244_D3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,4.748,>50,
PGDM1400+PGT121,CAP258_2_00_X_23,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.779,4.982,
PGDM1400+PGT121,CAP260_2_00_TA1_1B,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.003,0.012,
PGDM1400+PGT121,CAP266_2_00_E9_H6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.206,1.169,
PGDM1400+PGT121,CAP269_2_00_F11_1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>50,>50,
PGDM1400+PGT121,CAP290_2_00_23_6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.068,1.046,
PGDM1400+PGT121,CAP291_2_00_H2_15,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.008,0.053,
PGDM1400+PGT121,CAP292_2_00_12_4,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.164,1.251,
PGDM1400+PGT121,CAP301_2_00_C3_20,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.004,
PGDM1400+PGT121,CAP304_2_00_F6_6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.007,0.079,
PGDM1400+PGT121,CAP306_2_00_F9_1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.003,
PGDM1400+PGT121,CAP307_2_00_24_1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.029,0.212,
PGDM1400+PGT121,CAP308_2_00_E11_35,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.003,
PGDM1400+PGT121,CAP310_2_00_20_2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.259,3.807,
PGDM1400+PGT121,CAP317_2_00_D4_10,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.014,0.165,
PGDM1400+PGT121,CAP323_2_00_B6_45,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.003,0.016,
PGDM1400+PGT121,CAP326_2_00_D9_2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,2.148,18.953,
PGDM1400+PGT121,CAP327_2_00_C6_37,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,31.646,>50,
PGDM1400+PGT121,CAP330_2_00_F2_41,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.01,
PGDM1400+PGT121,CAP331_2_00_D7_39,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.004,0.022,
PGDM1400+PGT121,CAP332_2_00_C10_1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.015,0.06,
PGDM1400+PGT121,CAP340_2_00_B3_16,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.012,0.187,
PGDM1400+PGT121,CAP341_2_00_C10_18,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.004,
PGDM1400+PGT121,CAP343_2_00_21_2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.01,0.043,
PGDM1400+PGT121,CAP347_2_00_B1_1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,<0.001,
PGDM1400+PGT121,CAP363_2_00_10_3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.005,0.026,
PGDM1400+PGT121,CAP37_1_18_D2_19,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.008,
PGDM1400+PGT121,CAP378_2_00_D2_5,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,2.926,>50,
PGDM1400+PGT121,CAP382_2_00_D7_19,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.005,0.146,
PGDM1400+PGT121,CAP40_2_01_A3_5,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.042,0.198,
PGDM1400+PGT121,CAP45_G3,Sok et al. PNAS USA 111:17624 (2014),25422458,0.008,,
PGDM1400+PGT121,CAP45_G3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.001,
PGDM1400+PGT121,CAP69_1_12_TA7_1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.002,0.013,
PGDM1400+PGT121,CE0089_G2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.064,0.48,
PGDM1400+PGT121,CE0393_C3,Sok et al. PNAS USA 111:17624 (2014),25422458,0.003,,
PGDM1400+PGT121,CE0393_C3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.014,0.051,
PGDM1400+PGT121,CE0626_E6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.003,
PGDM1400+PGT121,CE0665_F2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.054,0.168,
PGDM1400+PGT121,CE0682_E4,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.005,0.028,
PGDM1400+PGT121,CE0985_H7,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.005,0.016,
PGDM1400+PGT121,CE1086_B2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.005,
PGDM1400+PGT121,CE1172_H1,Sok et al. PNAS USA 111:17624 (2014),25422458,0.003,,
PGDM1400+PGT121,CE1172_H1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.005,0.025,
PGDM1400+PGT121,CE1176_A3,Sok et al. PNAS USA 111:17624 (2014),25422458,0.011,,
PGDM1400+PGT121,CE1176_A3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.009,0.029,
PGDM1400+PGT121,CE2010_F5,Sok et al. PNAS USA 111:17624 (2014),25422458,> 50,,
PGDM1400+PGT121,CE2010_F5,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>50,>50,
PGDM1400+PGT121,CE2052_G10,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.007,
PGDM1400+PGT121,CE2060_G9,Sok et al. PNAS USA 111:17624 (2014),25422458,0.002,,
PGDM1400+PGT121,CE2060_G9,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.006,
PGDM1400+PGT121,CE2103_E8,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.013,0.092,
PGDM1400+PGT121,CH0694,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.127,0.588,
PGDM1400+PGT121,CH505_W4_3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.01,0.031,
PGDM1400+PGT121,CNE17,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,CNE19,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,CNE20,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,CNE21,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,CNE30,Sok et al. PNAS USA 111:17624 (2014),25422458,0.072,,
PGDM1400+PGT121,CNE5,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,CNE52,Sok et al. PNAS USA 111:17624 (2014),25422458,0.308,,
PGDM1400+PGT121,CNE53,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,CNE58,Sok et al. PNAS USA 111:17624 (2014),25422458,0.002,,
PGDM1400+PGT121,CNE8,Sok et al. PNAS USA 111:17624 (2014),25422458,0.008,,
PGDM1400+PGT121,CT072_56_7,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.003,
PGDM1400+PGT121,CT140_140_B6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.003,0.023,
PGDM1400+PGT121,CT184_D3_15,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,<0.001,
PGDM1400+PGT121,CT349_39_16,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.004,0.01,
PGDM1400+PGT121,CT431_G6_6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.01,0.07,
PGDM1400+PGT121,CT565_C7_48,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.011,0.143,
PGDM1400+PGT121,CT810_G4_7,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.01,0.122,
PGDM1400+PGT121,CT823_B6_1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.006,0.035,
PGDM1400+PGT121,CT885_H3_2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.95,6.837,
PGDM1400+PGT121,CT966_E1_7,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.005,0.019,
PGDM1400+PGT121,CT977_69_12,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.012,
PGDM1400+PGT121,DU151_02,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.004,
PGDM1400+PGT121,DU156_12,Sok et al. PNAS USA 111:17624 (2014),25422458,0.003,,
PGDM1400+PGT121,DU156_12,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,<0.001,0.002,
PGDM1400+PGT121,DU172_17,Sok et al. PNAS USA 111:17624 (2014),25422458,0.025,,
PGDM1400+PGT121,DU172_17,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.028,0.335,
PGDM1400+PGT121,DU422_1,Sok et al. PNAS USA 111:17624 (2014),25422458,0.024,,
PGDM1400+PGT121,DU422_1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.002,0.026,
PGDM1400+PGT121,KO224_T87_2_4,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.008,0.036,
PGDM1400+PGT121,KO243_H6_3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.004,0.017,
PGDM1400+PGT121,KO426_T78_10,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,7.399,>50,
PGDM1400+PGT121,KO459_T68_4,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.016,
PGDM1400+PGT121,KO756_38_TB12,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.003,
PGDM1400+PGT121,KO870_C2_10,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.003,0.129,
PGDM1400+PGT121,ME067_A10_15,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.247,3.502,
PGDM1400+PGT121,ME178_G6_16,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.005,0.031,
PGDM1400+PGT121,MS208_A1,Sok et al. PNAS USA 111:17624 (2014),25422458,0.008,,
PGDM1400+PGT121,P1981_C5_3,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,PVO_4,Sok et al. PNAS USA 111:17624 (2014),25422458,0.189,,
PGDM1400+PGT121,Q23_17,Sok et al. PNAS USA 111:17624 (2014),25422458,0.001,,
PGDM1400+PGT121,Q461_E2,Sok et al. PNAS USA 111:17624 (2014),25422458,0.05,,
PGDM1400+PGT121,Q769_D22,Sok et al. PNAS USA 111:17624 (2014),25422458,0.005,,
PGDM1400+PGT121,QH0692_42,Sok et al. PNAS USA 111:17624 (2014),25422458,0.11,,
PGDM1400+PGT121,R1166_C1,Sok et al. PNAS USA 111:17624 (2014),25422458,0.552,,
PGDM1400+PGT121,R2184_C4,Sok et al. PNAS USA 111:17624 (2014),25422458,0.003,,
PGDM1400+PGT121,R3265_C6,Sok et al. PNAS USA 111:17624 (2014),25422458,0.004,,
PGDM1400+PGT121,REJO4541_67,Sok et al. PNAS USA 111:17624 (2014),25422458,0.005,,
PGDM1400+PGT121,RHPA4259_7,Sok et al. PNAS USA 111:17624 (2014),25422458,0.013,,
PGDM1400+PGT121,SC05_8C11_2344,Sok et al. PNAS USA 111:17624 (2014),25422458,0.011,,
PGDM1400+PGT121,SC422_8,Sok et al. PNAS USA 111:17624 (2014),25422458,0.034,,
