Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50
3BNC117/PGT135-IgG3C-,ZM214_15,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.024,0.113,
3BNC117/PGT135-IgG3C-,ZM233_6,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.033,0.118,
3BNC117/PGT135-IgG3C-,ZM246F,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.108,>30,
3BNC117/PGT135-IgG3C-,ZM247_V1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
3BNC117/PGT135-IgG3C-,ZM249_1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.026,0.127,
3BNC117/PGT135-IgG3C-,ZM53_12,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.063,0.31,
8ANC195/PGT128-IgG3C-,0013095_2_11,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.192,0.694,
8ANC195/PGT128-IgG3C-,001428_2_42,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.034,0.119,
8ANC195/PGT128-IgG3C-,0815_V3_C3,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.036,0.234,
8ANC195/PGT128-IgG3C-,1006_11_C3_1601,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.006,0.029,
8ANC195/PGT128-IgG3C-,1012_11_TC21_3257,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.017,0.118,
8ANC195/PGT128-IgG3C-,1054_07_TC4_1499,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.013,0.081,
8ANC195/PGT128-IgG3C-,1056_10_TA11_1826,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.008,0.035,
8ANC195/PGT128-IgG3C-,1394_C9G1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.02,0.087,
8ANC195/PGT128-IgG3C-,16055_2_3,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,7.924,>30,
8ANC195/PGT128-IgG3C-,16845_2_22,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.089,0.332,
8ANC195/PGT128-IgG3C-,191084_B7_19,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.048,0.223,
8ANC195/PGT128-IgG3C-,191821_E6_1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.016,0.075,
8ANC195/PGT128-IgG3C-,191955_A11,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,3.948,22.226,
8ANC195/PGT128-IgG3C-,211_9,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.106,0.32,
8ANC195/PGT128-IgG3C-,231965_C1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.342,1.241,
8ANC195/PGT128-IgG3C-,231966_C2,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.071,0.314,
8ANC195/PGT128-IgG3C-,235_47,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
8ANC195/PGT128-IgG3C-,249M_B10,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.173,1.369,
8ANC195/PGT128-IgG3C-,263_8,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.187,1.664,
8ANC195/PGT128-IgG3C-,3016_V5_C45,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.347,1.745,
8ANC195/PGT128-IgG3C-,3103_V3_C10,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.045,0.126,
8ANC195/PGT128-IgG3C-,3301_V1_C24,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.097,0.359,
8ANC195/PGT128-IgG3C-,3365_V2_C20,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,25.057,>30,
8ANC195/PGT128-IgG3C-,3415_V1_C1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.025,0.076,
8ANC195/PGT128-IgG3C-,3817_V2_C59,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.039,0.118,
8ANC195/PGT128-IgG3C-,6041_V3_C23,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,13.831,>30,
8ANC195/PGT128-IgG3C-,620345_C1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
8ANC195/PGT128-IgG3C-,62357_14_D3_4589,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.053,0.441,
8ANC195/PGT128-IgG3C-,6240_08_TA5_4622,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.024,0.099,
8ANC195/PGT128-IgG3C-,6244_13_B5_4567,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.045,0.163,
8ANC195/PGT128-IgG3C-,6480_V4_C25,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.02,0.091,
8ANC195/PGT128-IgG3C-,6535_3,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.008,0.036,
8ANC195/PGT128-IgG3C-,6540_V4_C1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.257,1.661,
8ANC195/PGT128-IgG3C-,6545_V4_C1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
8ANC195/PGT128-IgG3C-,6811_V7_C18,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.016,0.052,
8ANC195/PGT128-IgG3C-,6952_V1_C20,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.5,2.616,
8ANC195/PGT128-IgG3C-,703010054_2A2,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,9.749,>30,
8ANC195/PGT128-IgG3C-,703010200_1E5,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.011,0.042,
8ANC195/PGT128-IgG3C-,704809221_1B3,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.024,0.117,
8ANC195/PGT128-IgG3C-,89_F1_2_25,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
8ANC195/PGT128-IgG3C-,9004SS_A3_4,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.019,0.065,
8ANC195/PGT128-IgG3C-,928_28,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
8ANC195/PGT128-IgG3C-,A07412M1_VRC12,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.125,0.818,
8ANC195/PGT128-IgG3C-,AC10_29,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.009,0.044,
8ANC195/PGT128-IgG3C-,BF1266_431A,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
8ANC195/PGT128-IgG3C-,BJOX009000_02_4,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.02,0.052,
8ANC195/PGT128-IgG3C-,BJOX010000_06_2,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.122,0.585,
8ANC195/PGT128-IgG3C-,BJOX015000_11_5,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.016,0.077,
8ANC195/PGT128-IgG3C-,BJOX025000_01_1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,2.086,>30,
8ANC195/PGT128-IgG3C-,BJOX028000_10_3,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.015,0.107,
8ANC195/PGT128-IgG3C-,C1080_C3,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.029,0.096,
8ANC195/PGT128-IgG3C-,C2101_C1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.019,0.049,
8ANC195/PGT128-IgG3C-,C3347_C11,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.018,0.083,
8ANC195/PGT128-IgG3C-,C4118_9,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.071,0.466,
8ANC195/PGT128-IgG3C-,CAAN5342,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.088,0.945,
8ANC195/PGT128-IgG3C-,CAP210_E8,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,4.888,>30,
8ANC195/PGT128-IgG3C-,CAP45_G3,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,1.947,26.265,
8ANC195/PGT128-IgG3C-,CE0393_C3,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,8.026,>30,
8ANC195/PGT128-IgG3C-,CE0682_E4,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.077,0.52,
8ANC195/PGT128-IgG3C-,CE1086_B2,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.468,4.293,
8ANC195/PGT128-IgG3C-,CE1172_H1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.029,0.079,
8ANC195/PGT128-IgG3C-,CE1176_A3,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.024,0.07,
8ANC195/PGT128-IgG3C-,CE2010_F5,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
8ANC195/PGT128-IgG3C-,CE2060_G9,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.483,2.275,
8ANC195/PGT128-IgG3C-,CNE17,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.227,0.742,
8ANC195/PGT128-IgG3C-,CNE19,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.15,1.059,
8ANC195/PGT128-IgG3C-,CNE20,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.007,0.017,
8ANC195/PGT128-IgG3C-,CNE21,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.013,0.041,
8ANC195/PGT128-IgG3C-,CNE30,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.161,0.736,
8ANC195/PGT128-IgG3C-,CNE5,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.027,0.098,
8ANC195/PGT128-IgG3C-,CNE52,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.198,1.685,
8ANC195/PGT128-IgG3C-,CNE53,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.03,0.114,
8ANC195/PGT128-IgG3C-,CNE58,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.32,1.621,
8ANC195/PGT128-IgG3C-,CNE8,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.023,0.069,
8ANC195/PGT128-IgG3C-,DU172_17,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.035,0.125,
8ANC195/PGT128-IgG3C-,DU422_1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.043,0.196,
8ANC195/PGT128-IgG3C-,MS208_A1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
8ANC195/PGT128-IgG3C-,P0402_C2_11,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.014,0.043,
8ANC195/PGT128-IgG3C-,P1981_C5_3,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.025,0.069,
8ANC195/PGT128-IgG3C-,PVO_4,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.011,0.054,
8ANC195/PGT128-IgG3C-,Q23_17,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.016,0.045,
8ANC195/PGT128-IgG3C-,Q259_17,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
8ANC195/PGT128-IgG3C-,Q461_E2,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.128,0.441,
8ANC195/PGT128-IgG3C-,Q769_D22,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.111,1.081,
8ANC195/PGT128-IgG3C-,Q842_D12,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.08,0.297,
8ANC195/PGT128-IgG3C-,QH0692_42,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.018,0.062,
8ANC195/PGT128-IgG3C-,R1166_C1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,1.348,6.441,
8ANC195/PGT128-IgG3C-,R2184_C4,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.015,0.054,
8ANC195/PGT128-IgG3C-,REJO4541_67,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.076,0.366,
8ANC195/PGT128-IgG3C-,RHPA4259_7,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.011,0.056,
8ANC195/PGT128-IgG3C-,SC05_8C11_2344,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.018,0.052,
8ANC195/PGT128-IgG3C-,SC422_8,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.025,0.115,
8ANC195/PGT128-IgG3C-,T250_4,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.012,0.037,
8ANC195/PGT128-IgG3C-,T251_18,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.057,0.171,
8ANC195/PGT128-IgG3C-,T255_34,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.475,4.951,
8ANC195/PGT128-IgG3C-,T257_31,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.056,0.154,
8ANC195/PGT128-IgG3C-,T278_50,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.024,0.109,
8ANC195/PGT128-IgG3C-,THRO4156,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
8ANC195/PGT128-IgG3C-,TRJO4551_58,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.049,0.113,
8ANC195/PGT128-IgG3C-,TRO_11,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.014,0.047,
8ANC195/PGT128-IgG3C-,WEAU_D15_410,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.03,0.229,
8ANC195/PGT128-IgG3C-,WITO4160_33,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.316,12.866,
8ANC195/PGT128-IgG3C-,X1193_C1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.025,0.114,
8ANC195/PGT128-IgG3C-,X1254_C3,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.043,0.118,
8ANC195/PGT128-IgG3C-,X1632_S2_B10,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.28,2.218,
8ANC195/PGT128-IgG3C-,X2088_C9,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,5.092,>30,
8ANC195/PGT128-IgG3C-,X2131_C1_B5,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.022,0.081,
8ANC195/PGT128-IgG3C-,ZM109_4,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>30,>30,
8ANC195/PGT128-IgG3C-,ZM135_10A,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.134,0.864,
8ANC195/PGT128-IgG3C-,ZM197_7,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,6.715,>30,
8ANC195/PGT128-IgG3C-,ZM214_15,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.04,0.256,
8ANC195/PGT128-IgG3C-,ZM233_6,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,2.403,9.77,
8ANC195/PGT128-IgG3C-,ZM246F,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.011,0.033,
8ANC195/PGT128-IgG3C-,ZM247_V1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.02,0.065,
8ANC195/PGT128-IgG3C-,ZM249_1,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.097,0.937,
8ANC195/PGT128-IgG3C-,ZM53_12,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,18.396,>30,
gVRC-H1dC38/VRC01L,0013095_2_11,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.27,10.2,
gVRC-H1dC38/VRC01L,001428_2_42,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.046,0.175,
gVRC-H1dC38/VRC01L,0077_V1_C16,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,0260_V5_C36,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.44,4.75,
gVRC-H1dC38/VRC01L,0330_V4_C3,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.151,0.715,
gVRC-H1dC38/VRC01L,0439_V5_C1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.781,2.89,
gVRC-H1dC38/VRC01L,16055_2_3,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.327,1.03,
gVRC-H1dC38/VRC01L,16845_2_22,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,9.75,>50,
gVRC-H1dC38/VRC01L,16936_2_21,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.22,1.1,
gVRC-H1dC38/VRC01L,231965_C1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.84,4.68,
gVRC-H1dC38/VRC01L,235_47,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.102,0.499,
gVRC-H1dC38/VRC01L,242_14,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,247_23,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,25710_2_43,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.513,2.13,
gVRC-H1dC38/VRC01L,25711_2_4,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.71,6.69,
gVRC-H1dC38/VRC01L,25925_2_22,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.821,2.84,
gVRC-H1dC38/VRC01L,26191_2_48,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.4,1.53,
gVRC-H1dC38/VRC01L,263_8,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.396,1.33,
gVRC-H1dC38/VRC01L,271_11,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.35,>50,
gVRC-H1dC38/VRC01L,286_36,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.21,4.72,
gVRC-H1dC38/VRC01L,288_38,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.224,2.66,
gVRC-H1dC38/VRC01L,3016_V5_C45,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,3337_V2_C6,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.205,10.6,
gVRC-H1dC38/VRC01L,3365_V2_C20,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.121,0.468,
gVRC-H1dC38/VRC01L,3415_V1_C1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.533,1.61,
gVRC-H1dC38/VRC01L,3637_V5_C3,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,10.9,>50,
gVRC-H1dC38/VRC01L,3718_3_11,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,8.57,>50,
gVRC-H1dC38/VRC01L,3817_V2_C59,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,15.7,>50,
gVRC-H1dC38/VRC01L,3873_V1_C24,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,3988_25,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,398_F1_F6_20,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.616,2.42,
gVRC-H1dC38/VRC01L,57128_VRC15,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,5768_4,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.51,6.57,
gVRC-H1dC38/VRC01L,6095_V1_C10,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.51,8.12,
gVRC-H1dC38/VRC01L,6101_1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.211,1.1,
gVRC-H1dC38/VRC01L,620345_C1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,6322_V4_C1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,6405_V4_C34,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.8,5,
gVRC-H1dC38/VRC01L,6471_V1_C16,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,6535_3,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,2.87,23.4,
gVRC-H1dC38/VRC01L,6540_V4_C1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,6545_V3_C13,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,6631_V3_C10,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,6644_V2_C33,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.378,2.08,
gVRC-H1dC38/VRC01L,7165_18,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,89_6,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.458,1.64,
gVRC-H1dC38/VRC01L,928_28,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,2.46,7.8,
gVRC-H1dC38/VRC01L,92BR025_9,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,92RW020_2,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.359,1.46,
gVRC-H1dC38/VRC01L,A03349M1_VRC4A,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,6.73,36.2,
gVRC-H1dC38/VRC01L,AC10_29,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,2.02,8.12,
gVRC-H1dC38/VRC01L,ADA,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.87,3.05,
gVRC-H1dC38/VRC01L,BAL_01,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.129,0.483,
gVRC-H1dC38/VRC01L,BB201_B42,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.832,3.36,
gVRC-H1dC38/VRC01L,BB539_2B13,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,15.3,>50,
gVRC-H1dC38/VRC01L,BG1168_1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,7.36,>50,
gVRC-H1dC38/VRC01L,BI369_9A,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.199,0.961,
gVRC-H1dC38/VRC01L,BL01,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,BR07,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.82,7.63,
gVRC-H1dC38/VRC01L,BS208_B1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.037,0.204,
gVRC-H1dC38/VRC01L,C1080_C3,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.25,14.3,
gVRC-H1dC38/VRC01L,C2101_C1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.335,1.4,
gVRC-H1dC38/VRC01L,C3347_C11,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.14,0.8,
gVRC-H1dC38/VRC01L,C4118_9,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.137,0.918,
gVRC-H1dC38/VRC01L,CAAN5342,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,4.35,13.7,
gVRC-H1dC38/VRC01L,CAP210_E8,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,CAP244_D3,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.622,3.14,
gVRC-H1dC38/VRC01L,CAP45_G3,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,7.63,>50,
gVRC-H1dC38/VRC01L,CH038_12,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,39,>50,
gVRC-H1dC38/VRC01L,CH070_1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,CH117_4,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.124,9.16,
gVRC-H1dC38/VRC01L,CH181_12,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.447,1.67,
gVRC-H1dC38/VRC01L,CNE10,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.584,2.39,
gVRC-H1dC38/VRC01L,CNE14,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.196,0.68,
gVRC-H1dC38/VRC01L,CNE30,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,2.35,7.69,
gVRC-H1dC38/VRC01L,CNE4,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.461,3.39,
gVRC-H1dC38/VRC01L,CNE40,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.333,1.84,
gVRC-H1dC38/VRC01L,CNE53,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.198,0.812,
gVRC-H1dC38/VRC01L,CNE57,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.297,1.02,
gVRC-H1dC38/VRC01L,CNE59,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.659,5.14,
gVRC-H1dC38/VRC01L,DJ263_8,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.15,12.7,
gVRC-H1dC38/VRC01L,DU123_06,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,DU151_02,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.934,5.03,
gVRC-H1dC38/VRC01L,DU156_12,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.249,1.08,
gVRC-H1dC38/VRC01L,DU172_17,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,DU422_1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,H086_8,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,>50,>50,
gVRC-H1dC38/VRC01L,HT593_1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,1.1,3.94,
gVRC-H1dC38/VRC01L,HXB2,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.099,0.429,
gVRC-H1dC38/VRC01L,JRCSF,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.32,1.57,
gVRC-H1dC38/VRC01L,JRFL,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.026,0.132,
gVRC-H1dC38/VRC01L,KER2008_12,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.957,3.31,
gVRC-H1dC38/VRC01L,KER2018_11,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,3.55,16.2,
gVRC-H1dC38/VRC01L,KNH1209_18,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.382,1.12,
gVRC-H1dC38/VRC01L,M02138,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.561,1.95,
gVRC-H1dC38/VRC01L,MB201_A1,Zhu et al. PNAS USA 110:E4088 (2013a),24106303,0.51,2.25,
