Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50,Type
NIH45-46G54W,THRO4156,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.54,1.81,,CD4 binding site-targeting
NIH45-46G54W,THRO4156,Diskin et al. Science 334:1289 (2011),22033520,0.54,1.81,,CD4 binding site-targeting
NIH45-46G54W,TRJO4551_58,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.01,,,CD4 binding site-targeting
NIH45-46G54W,TRJO4551_58,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.01,0.05,,CD4 binding site-targeting
NIH45-46G54W,TRJO4551_58,Diskin et al. Science 334:1289 (2011),22033520,0.01,0.05,,CD4 binding site-targeting
NIH45-46G54W,TRO_11,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.04,,,CD4 binding site-targeting
NIH45-46G54W,TRO_11,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.04,0.13,,CD4 binding site-targeting
NIH45-46G54W,TRO_11,Diskin et al. Science 334:1289 (2011),22033520,0.04,0.13,,CD4 binding site-targeting
NIH45-46G54W,WEAU_D15_410,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46G54W,WEAU_D15_410,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.001,0.003,,CD4 binding site-targeting
NIH45-46G54W,WEAU_D15_410,Diskin et al. Science 334:1289 (2011),22033520,<0.001,0.003,,CD4 binding site-targeting
NIH45-46G54W,WITO4160_33,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.01,,,CD4 binding site-targeting
NIH45-46G54W,WITO4160_33,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.01,0.04,,CD4 binding site-targeting
NIH45-46G54W,WITO4160_33,Diskin et al. Science 334:1289 (2011),22033520,0.01,0.04,,CD4 binding site-targeting
NIH45-46G54W,X1193_C1,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46G54W,X1193_C1,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.001,0.009,,CD4 binding site-targeting
NIH45-46G54W,X1193_C1,Diskin et al. Science 334:1289 (2011),22033520,<0.001,0.009,,CD4 binding site-targeting
NIH45-46G54W,X1254_C3,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.002,,,CD4 binding site-targeting
NIH45-46G54W,X1254_C3,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.002,0.018,,CD4 binding site-targeting
NIH45-46G54W,X1254_C3,Diskin et al. Science 334:1289 (2011),22033520,0.002,0.018,,CD4 binding site-targeting
NIH45-46G54W,X2088_C9,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,>50,,,CD4 binding site-targeting
NIH45-46G54W,X2088_C9,Diskin et al. J Exp Med. 210:1235 (2013),23712429,>50,>50,,CD4 binding site-targeting
NIH45-46G54W,X2131_C1_B5,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.05,,,CD4 binding site-targeting
NIH45-46G54W,X2131_C1_B5,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.05,0.24,,CD4 binding site-targeting
NIH45-46G54W,X2131_C1_B5,Diskin et al. Science 334:1289 (2011),22033520,0.05,0.24,,CD4 binding site-targeting
NIH45-46G54W,YBF16,Morgand et al. JAIDS 71:237 (2015),26413851,>10,,,CD4 binding site-targeting
NIH45-46G54W,YBF26,Morgand et al. JAIDS 71:237 (2015),26413851,>10,,,CD4 binding site-targeting
NIH45-46G54W,YBF30,Morgand et al. JAIDS 71:237 (2015),26413851,>10,,,CD4 binding site-targeting
NIH45-46G54W,YBF32,Morgand et al. JAIDS 71:237 (2015),26413851,>10,,,CD4 binding site-targeting
NIH45-46G54W,YBF35,Morgand et al. JAIDS 71:237 (2015),26413851,>10,,,CD4 binding site-targeting
NIH45-46G54W,YBF37,Morgand et al. JAIDS 71:237 (2015),26413851,>10,,,CD4 binding site-targeting
NIH45-46G54W,YBF38,Morgand et al. JAIDS 71:237 (2015),26413851,>10,,,CD4 binding site-targeting
NIH45-46G54W,YBF39,Morgand et al. JAIDS 71:237 (2015),26413851,>10,,,CD4 binding site-targeting
NIH45-46G54W,YU2,Barbian et al. mBio 6:e00296-15 (2015),25900654,0.02,,,CD4 binding site-targeting
NIH45-46G54W,ZM109_4,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.002,,,CD4 binding site-targeting
NIH45-46G54W,ZM109_4,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.002,0.07,,CD4 binding site-targeting
NIH45-46G54W,ZM109_4,Diskin et al. Science 334:1289 (2011),22033520,0.002,0.07,,CD4 binding site-targeting
NIH45-46G54W,ZM135_10A,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.04,,,CD4 binding site-targeting
NIH45-46G54W,ZM135_10A,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.04,0.16,,CD4 binding site-targeting
NIH45-46G54W,ZM135_10A,Diskin et al. Science 334:1289 (2011),22033520,0.04,0.16,,CD4 binding site-targeting
NIH45-46G54W,ZM197_7,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.04,,,CD4 binding site-targeting
NIH45-46G54W,ZM197_7,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.04,0.18,,CD4 binding site-targeting
NIH45-46G54W,ZM197_7,Diskin et al. Science 334:1289 (2011),22033520,0.04,0.18,,CD4 binding site-targeting
NIH45-46G54W,ZM214_15,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.03,,,CD4 binding site-targeting
NIH45-46G54W,ZM214_15,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.03,0.15,,CD4 binding site-targeting
NIH45-46G54W,ZM214_15,Diskin et al. Science 334:1289 (2011),22033520,0.03,0.15,,CD4 binding site-targeting
NIH45-46G54W,ZM233_6,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.02,,,CD4 binding site-targeting
NIH45-46G54W,ZM233_6,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.02,0.11,,CD4 binding site-targeting
NIH45-46G54W,ZM233_6,Diskin et al. Science 334:1289 (2011),22033520,0.02,0.11,,CD4 binding site-targeting
NIH45-46G54W,ZM246F,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.32,,,CD4 binding site-targeting
NIH45-46G54W,ZM246F,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.315,2.446,,CD4 binding site-targeting
NIH45-46G54W,ZM247_V1,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.32,,,CD4 binding site-targeting
NIH45-46G54W,ZM247_V1,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.32,2.6,,CD4 binding site-targeting
NIH45-46G54W,ZM247_V1,Diskin et al. Science 334:1289 (2011),22033520,0.32,2.6,,CD4 binding site-targeting
NIH45-46G54W,ZM249_1,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.002,,,CD4 binding site-targeting
NIH45-46G54W,ZM249_1,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.002,0.007,,CD4 binding site-targeting
NIH45-46G54W,ZM249_1,Diskin et al. Science 334:1289 (2011),22033520,0.002,0.007,,CD4 binding site-targeting
NIH45-46G54W,ZM53_12,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.04,,,CD4 binding site-targeting
NIH45-46G54W,ZM53_12,Diskin et al. J Exp Med. 210:1235 (2013),23712429,0.04,0.16,,CD4 binding site-targeting
NIH45-46G54W,ZM53_12,Diskin et al. Science 334:1289 (2011),22033520,0.04,0.16,,CD4 binding site-targeting
NIH45-46G54Y,0330_V4_C3,Diskin et al. Science 334:1289 (2011),22033520,0.03,0.09,,CD4 binding site-targeting
NIH45-46G54Y,0815_V3_C3,Diskin et al. Science 334:1289 (2011),22033520,<0.001,0.015,,CD4 binding site-targeting
NIH45-46G54Y,1006_11_C3_1601,Diskin et al. Science 334:1289 (2011),22033520,0.005,0.021,,CD4 binding site-targeting
NIH45-46G54Y,1054_07_TC4_1499,Diskin et al. Science 334:1289 (2011),22033520,0.064,0.236,,CD4 binding site-targeting
NIH45-46G54Y,1056_10_TA11_1826,Diskin et al. Science 334:1289 (2011),22033520,0.044,0.189,,CD4 binding site-targeting
NIH45-46G54Y,16845_2_22,Diskin et al. Science 334:1289 (2011),22033520,0.59,2.75,,CD4 binding site-targeting
NIH45-46G54Y,211_9,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,231965_C1,Diskin et al. Science 334:1289 (2011),22033520,0.025,0.054,,CD4 binding site-targeting
NIH45-46G54Y,231966_C2,Diskin et al. Science 334:1289 (2011),22033520,0.06,0.23,,CD4 binding site-targeting
NIH45-46G54Y,3016_V5_C45,Diskin et al. Science 334:1289 (2011),22033520,17.89,>50,,CD4 binding site-targeting
NIH45-46G54Y,3103_V3_C10,Diskin et al. Science 334:1289 (2011),22033520,0.3,0.81,,CD4 binding site-targeting
NIH45-46G54Y,3301_V1_C24,Diskin et al. Science 334:1289 (2011),22033520,0.003,0.014,,CD4 binding site-targeting
NIH45-46G54Y,3415_V1_C1,Diskin et al. Science 334:1289 (2011),22033520,<0.001,0.037,,CD4 binding site-targeting
NIH45-46G54Y,3718_3_11,Diskin et al. Science 334:1289 (2011),22033520,0.3,3.85,,CD4 binding site-targeting
NIH45-46G54Y,3817_V2_C59,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,620345_C1,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,62357_14_D3_4589,Diskin et al. Science 334:1289 (2011),22033520,0.03,0.09,,CD4 binding site-targeting
NIH45-46G54Y,6480_V4_C25,Diskin et al. Science 334:1289 (2011),22033520,0.018,0.051,,CD4 binding site-targeting
NIH45-46G54Y,6535_3,Diskin et al. Science 334:1289 (2011),22033520,0.08,0.24,,CD4 binding site-targeting
NIH45-46G54Y,6540_V4_C1,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,6545_V4_C1,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,6811_V7_C18,Diskin et al. Science 334:1289 (2011),22033520,0.011,0.059,,CD4 binding site-targeting
NIH45-46G54Y,703010054_2A2,Diskin et al. Science 334:1289 (2011),22033520,0.022,0.07,,CD4 binding site-targeting
NIH45-46G54Y,703357_C2,Diskin et al. Science 334:1289 (2011),22033520,5.6,30.58,,CD4 binding site-targeting
NIH45-46G54Y,89_F1_2_25,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,928_28,Diskin et al. Science 334:1289 (2011),22033520,0.12,0.33,,CD4 binding site-targeting
NIH45-46G54Y,AC10_29,Diskin et al. Science 334:1289 (2011),22033520,0.19,0.9,,CD4 binding site-targeting
NIH45-46G54Y,C1080_C3,Diskin et al. Science 334:1289 (2011),22033520,0.29,1.83,,CD4 binding site-targeting
NIH45-46G54Y,C2101_C1,Diskin et al. Science 334:1289 (2011),22033520,0.09,0.27,,CD4 binding site-targeting
NIH45-46G54Y,C3347_C11,Diskin et al. Science 334:1289 (2011),22033520,0.011,0.052,,CD4 binding site-targeting
NIH45-46G54Y,CAAN5342,Diskin et al. Science 334:1289 (2011),22033520,0.1,0.27,,CD4 binding site-targeting
NIH45-46G54Y,CAP210_E8,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,CAP45_G3,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,CE0393_C3,Diskin et al. Science 334:1289 (2011),22033520,0.036,0.134,,CD4 binding site-targeting
NIH45-46G54Y,CE0682_E4,Diskin et al. Science 334:1289 (2011),22033520,0.017,0.065,,CD4 binding site-targeting
NIH45-46G54Y,CE1176_A3,Diskin et al. Science 334:1289 (2011),22033520,0.21,0.58,,CD4 binding site-targeting
NIH45-46G54Y,CE2010_F5,Diskin et al. Science 334:1289 (2011),22033520,0.049,0.235,,CD4 binding site-targeting
NIH45-46G54Y,CE2060_G9,Diskin et al. Science 334:1289 (2011),22033520,0.021,0.068,,CD4 binding site-targeting
NIH45-46G54Y,CNE17,Diskin et al. Science 334:1289 (2011),22033520,0.073,0.264,,CD4 binding site-targeting
NIH45-46G54Y,CNE20,Diskin et al. Science 334:1289 (2011),22033520,0.33,2.4,,CD4 binding site-targeting
NIH45-46G54Y,CNE21,Diskin et al. Science 334:1289 (2011),22033520,0.07,0.29,,CD4 binding site-targeting
NIH45-46G54Y,CNE30,Diskin et al. Science 334:1289 (2011),22033520,0.099,0.263,,CD4 binding site-targeting
NIH45-46G54Y,CNE53,Diskin et al. Science 334:1289 (2011),22033520,0.006,0.027,,CD4 binding site-targeting
NIH45-46G54Y,CNE58,Diskin et al. Science 334:1289 (2011),22033520,0.04,0.11,,CD4 binding site-targeting
NIH45-46G54Y,DU156_12,Diskin et al. Science 334:1289 (2011),22033520,0.007,0.026,,CD4 binding site-targeting
NIH45-46G54Y,DU172_17,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,DU422_1,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,P0402_C2_11,Diskin et al. Science 334:1289 (2011),22033520,0.012,0.049,,CD4 binding site-targeting
NIH45-46G54Y,P1981_C5_3,Diskin et al. Science 334:1289 (2011),22033520,0.04,0.09,,CD4 binding site-targeting
NIH45-46G54Y,PVO_4,Diskin et al. Science 334:1289 (2011),22033520,0.06,0.18,,CD4 binding site-targeting
NIH45-46G54Y,Q23_17,Diskin et al. Science 334:1289 (2011),22033520,0.02,0.06,,CD4 binding site-targeting
NIH45-46G54Y,Q259_17,Diskin et al. Science 334:1289 (2011),22033520,0.009,0.034,,CD4 binding site-targeting
NIH45-46G54Y,Q461_E2,Diskin et al. Science 334:1289 (2011),22033520,0.023,0.103,,CD4 binding site-targeting
NIH45-46G54Y,Q769_D22,Diskin et al. Science 334:1289 (2011),22033520,0.007,0.024,,CD4 binding site-targeting
NIH45-46G54Y,Q842_D12,Diskin et al. Science 334:1289 (2011),22033520,0.015,0.045,,CD4 binding site-targeting
NIH45-46G54Y,QH0692_42,Diskin et al. Science 334:1289 (2011),22033520,0.52,1.5,,CD4 binding site-targeting
NIH45-46G54Y,R1166_C1,Diskin et al. Science 334:1289 (2011),22033520,0.24,0.84,,CD4 binding site-targeting
NIH45-46G54Y,R2184_C4,Diskin et al. Science 334:1289 (2011),22033520,0.015,0.045,,CD4 binding site-targeting
NIH45-46G54Y,REJO4541_67,Diskin et al. Science 334:1289 (2011),22033520,0.007,0.02,,CD4 binding site-targeting
NIH45-46G54Y,RHPA4259_7,Diskin et al. Science 334:1289 (2011),22033520,0.007,0.02,,CD4 binding site-targeting
NIH45-46G54Y,SC422_8,Diskin et al. Science 334:1289 (2011),22033520,0.04,0.09,,CD4 binding site-targeting
NIH45-46G54Y,T250_4,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,T251_18,Diskin et al. Science 334:1289 (2011),22033520,0.35,1.16,,CD4 binding site-targeting
NIH45-46G54Y,T255_34,Diskin et al. Science 334:1289 (2011),22033520,0.04,0.174,,CD4 binding site-targeting
NIH45-46G54Y,T257_31,Diskin et al. Science 334:1289 (2011),22033520,0.18,0.67,,CD4 binding site-targeting
NIH45-46G54Y,T278_50,Diskin et al. Science 334:1289 (2011),22033520,>50,>50,,CD4 binding site-targeting
NIH45-46G54Y,THRO4156,Diskin et al. Science 334:1289 (2011),22033520,0.66,2.14,,CD4 binding site-targeting
NIH45-46G54Y,TRJO4551_58,Diskin et al. Science 334:1289 (2011),22033520,0.03,0.07,,CD4 binding site-targeting
NIH45-46G54Y,TRO_11,Diskin et al. Science 334:1289 (2011),22033520,0.08,0.22,,CD4 binding site-targeting
NIH45-46G54Y,WEAU_D15_410,Diskin et al. Science 334:1289 (2011),22033520,0.002,0.008,,CD4 binding site-targeting
NIH45-46G54Y,WITO4160_33,Diskin et al. Science 334:1289 (2011),22033520,0.03,0.09,,CD4 binding site-targeting
NIH45-46G54Y,X1193_C1,Diskin et al. Science 334:1289 (2011),22033520,0.006,0.024,,CD4 binding site-targeting
NIH45-46G54Y,X1254_C3,Diskin et al. Science 334:1289 (2011),22033520,0.013,0.041,,CD4 binding site-targeting
NIH45-46G54Y,X2131_C1_B5,Diskin et al. Science 334:1289 (2011),22033520,0.1,0.39,,CD4 binding site-targeting
NIH45-46G54Y,ZM109_4,Diskin et al. Science 334:1289 (2011),22033520,0.026,0.168,,CD4 binding site-targeting
NIH45-46G54Y,ZM135_10A,Diskin et al. Science 334:1289 (2011),22033520,0.09,0.3,,CD4 binding site-targeting
NIH45-46G54Y,ZM197_7,Diskin et al. Science 334:1289 (2011),22033520,0.07,0.21,,CD4 binding site-targeting
NIH45-46G54Y,ZM214_15,Diskin et al. Science 334:1289 (2011),22033520,0.06,0.23,,CD4 binding site-targeting
NIH45-46G54Y,ZM233_6,Diskin et al. Science 334:1289 (2011),22033520,0.16,0.78,,CD4 binding site-targeting
NIH45-46G54Y,ZM247_V1,Diskin et al. Science 334:1289 (2011),22033520,0.42,3.57,,CD4 binding site-targeting
NIH45-46G54Y,ZM249_1,Diskin et al. Science 334:1289 (2011),22033520,0.003,0.011,,CD4 binding site-targeting
NIH45-46G54Y,ZM53_12,Diskin et al. Science 334:1289 (2011),22033520,0.06,0.22,,CD4 binding site-targeting
NIH45-46WPY,0013095_2_11,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.003,,,CD4 binding site-targeting
NIH45-46WPY,001428_2_42,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46WPY,0260_V5_C36,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.017,,,CD4 binding site-targeting
NIH45-46WPY,0815_V3_C3,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46WPY,1006_11_C3_1601,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.008,,,CD4 binding site-targeting
NIH45-46WPY,1012_11_TC21_3257,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46WPY,1054_07_TC4_1499,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.104,,,CD4 binding site-targeting
NIH45-46WPY,1056_10_TA11_1826,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.047,,,CD4 binding site-targeting
NIH45-46WPY,1394_C9G1,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.011,,,CD4 binding site-targeting
NIH45-46WPY,16055_2_3,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46WPY,16845_2_22,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.385,,,CD4 binding site-targeting
NIH45-46WPY,191084_B7_19,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46WPY,191821_E6_1,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.039,,,CD4 binding site-targeting
NIH45-46WPY,191955_A11,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.005,,,CD4 binding site-targeting
NIH45-46WPY,211_9,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.197,,,CD4 binding site-targeting
NIH45-46WPY,231965_C1,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46WPY,231966_C2,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.016,,,CD4 binding site-targeting
NIH45-46WPY,235_47,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46WPY,249M_B10,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46WPY,263_8,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.01,,,CD4 binding site-targeting
NIH45-46WPY,3016_V5_C45,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.007,,,CD4 binding site-targeting
NIH45-46WPY,3103_V3_C10,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.257,,,CD4 binding site-targeting
NIH45-46WPY,3301_V1_C24,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46WPY,3365_V2_C20,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.012,,,CD4 binding site-targeting
NIH45-46WPY,3415_V1_C1,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.008,,,CD4 binding site-targeting
NIH45-46WPY,3817_V2_C59,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,4.507,,,CD4 binding site-targeting
NIH45-46WPY,6041_V3_C23,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46WPY,620345_C1,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,>50,,,CD4 binding site-targeting
NIH45-46WPY,62357_14_D3_4589,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.012,,,CD4 binding site-targeting
NIH45-46WPY,6240_08_TA5_4622,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.136,,,CD4 binding site-targeting
NIH45-46WPY,6244_13_B5_4567,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.022,,,CD4 binding site-targeting
NIH45-46WPY,6480_V4_C25,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.007,,,CD4 binding site-targeting
NIH45-46WPY,6535_3,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.024,,,CD4 binding site-targeting
NIH45-46WPY,6540_V4_C1,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,>50,,,CD4 binding site-targeting
NIH45-46WPY,6545_V4_C1,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,19.016,,,CD4 binding site-targeting
NIH45-46WPY,6811_V7_C18,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.02,,,CD4 binding site-targeting
NIH45-46WPY,6952_V1_C20,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.01,,,CD4 binding site-targeting
NIH45-46WPY,703010054_2A2,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.012,,,CD4 binding site-targeting
NIH45-46WPY,703010200_1E5,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.037,,,CD4 binding site-targeting
NIH45-46WPY,704809221_1B3,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.106,,,CD4 binding site-targeting
NIH45-46WPY,89_F1_2_25,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,>50,,,CD4 binding site-targeting
NIH45-46WPY,9004SS_A3_4,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.034,,,CD4 binding site-targeting
NIH45-46WPY,928_28,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.043,,,CD4 binding site-targeting
NIH45-46WPY,A07412M1_VRC12,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.001,,,CD4 binding site-targeting
NIH45-46WPY,AC10_29,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.079,,,CD4 binding site-targeting
