Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50
polyclonal Cow26 d77,BF1266_431A,Sok et al. Nature 548:108 (2017),28726771,,,524
polyclonal Cow26 d77,BG505_W6M_C2,Sok et al. Nature 548:108 (2017),28726771,,,15931
polyclonal Cow26 d77,BJOX002000_03_2,Sok et al. Nature 548:108 (2017),28726771,,,948
polyclonal Cow26 d77,BJOX009000_02_4,Sok et al. Nature 548:108 (2017),28726771,,,249
polyclonal Cow26 d77,BJOX010000_06_2,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,BJOX015000_11_5,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,BJOX025000_01_1,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,BJOX028000_10_3,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,C1080_C3,Sok et al. Nature 548:108 (2017),28726771,,,259
polyclonal Cow26 d77,C3347_C11,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,C4118_9,Sok et al. Nature 548:108 (2017),28726771,,,68
polyclonal Cow26 d77,CAAN5342,Sok et al. Nature 548:108 (2017),28726771,,,25
polyclonal Cow26 d77,CAP210_E8,Sok et al. Nature 548:108 (2017),28726771,,,94
polyclonal Cow26 d77,CAP45_G3,Sok et al. Nature 548:108 (2017),28726771,,,100
polyclonal Cow26 d77,CE0393_C3,Sok et al. Nature 548:108 (2017),28726771,,,1618
polyclonal Cow26 d77,CE1172_H1,Sok et al. Nature 548:108 (2017),28726771,,,107
polyclonal Cow26 d77,CE1176_A3,Sok et al. Nature 548:108 (2017),28726771,,,25
polyclonal Cow26 d77,CE2010_F5,Sok et al. Nature 548:108 (2017),28726771,,,260
polyclonal Cow26 d77,CH119_10,Sok et al. Nature 548:108 (2017),28726771,,,472
polyclonal Cow26 d77,CNE17,Sok et al. Nature 548:108 (2017),28726771,,,139
polyclonal Cow26 d77,CNE19,Sok et al. Nature 548:108 (2017),28726771,,,250
polyclonal Cow26 d77,CNE20,Sok et al. Nature 548:108 (2017),28726771,,,471
polyclonal Cow26 d77,CNE21,Sok et al. Nature 548:108 (2017),28726771,,,55
polyclonal Cow26 d77,CNE30,Sok et al. Nature 548:108 (2017),28726771,,,25
polyclonal Cow26 d77,CNE5,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,CNE52,Sok et al. Nature 548:108 (2017),28726771,,,141
polyclonal Cow26 d77,CNE53,Sok et al. Nature 548:108 (2017),28726771,,,3523
polyclonal Cow26 d77,CNE55,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,CNE58,Sok et al. Nature 548:108 (2017),28726771,,,271
polyclonal Cow26 d77,CNE8,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,DU156_12,Sok et al. Nature 548:108 (2017),28726771,,,513
polyclonal Cow26 d77,DU172_17,Sok et al. Nature 548:108 (2017),28726771,,,103
polyclonal Cow26 d77,DU422_1,Sok et al. Nature 548:108 (2017),28726771,,,188
polyclonal Cow26 d77,IAVI_C22,Sok et al. Nature 548:108 (2017),28726771,,,1584
polyclonal Cow26 d77,JRCSF,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,MS208_A1,Sok et al. Nature 548:108 (2017),28726771,,,21263
polyclonal Cow26 d77,P0402_C2_11,Sok et al. Nature 548:108 (2017),28726771,,,214
polyclonal Cow26 d77,P1981_C5_3,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,PVO_4,Sok et al. Nature 548:108 (2017),28726771,,,28
polyclonal Cow26 d77,Q23_17,Sok et al. Nature 548:108 (2017),28726771,,,1657
polyclonal Cow26 d77,Q461_E2,Sok et al. Nature 548:108 (2017),28726771,,,270
polyclonal Cow26 d77,Q769_D22,Sok et al. Nature 548:108 (2017),28726771,,,120
polyclonal Cow26 d77,QH0692_42,Sok et al. Nature 548:108 (2017),28726771,,,83
polyclonal Cow26 d77,R1166_C1,Sok et al. Nature 548:108 (2017),28726771,,,40
polyclonal Cow26 d77,R2184_C4,Sok et al. Nature 548:108 (2017),28726771,,,25
polyclonal Cow26 d77,R3265_C6,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,REJO4541_67,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,RHPA4259_7,Sok et al. Nature 548:108 (2017),28726771,,,36
polyclonal Cow26 d77,SC05_8C11_2344,Sok et al. Nature 548:108 (2017),28726771,,,248
polyclonal Cow26 d77,SC422_8,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,T250_4,Sok et al. Nature 548:108 (2017),28726771,,,78
polyclonal Cow26 d77,T251_18,Sok et al. Nature 548:108 (2017),28726771,,,25
polyclonal Cow26 d77,T257_31,Sok et al. Nature 548:108 (2017),28726771,,,110
polyclonal Cow26 d77,T278_50,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,TRJO4551_58,Sok et al. Nature 548:108 (2017),28726771,,,25
polyclonal Cow26 d77,TRO_11,Sok et al. Nature 548:108 (2017),28726771,,,25
polyclonal Cow26 d77,WEAU_D15_410,Sok et al. Nature 548:108 (2017),28726771,,,25
polyclonal Cow26 d77,WITO4160_33,Sok et al. Nature 548:108 (2017),28726771,,,401
polyclonal Cow26 d77,X1193_C1,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,X1254_C3,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,X1632_S2_B10,Sok et al. Nature 548:108 (2017),28726771,,,25
polyclonal Cow26 d77,X2088_C9,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,X2278_C2_B6,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,ZM109_4,Sok et al. Nature 548:108 (2017),28726771,,,53
polyclonal Cow26 d77,ZM135_10A,Sok et al. Nature 548:108 (2017),28726771,,,<25
polyclonal Cow26 d77,ZM197_7,Sok et al. Nature 548:108 (2017),28726771,,,317
polyclonal Cow26 d77,ZM214_15,Sok et al. Nature 548:108 (2017),28726771,,,254
polyclonal Cow26 d77,ZM233_6,Sok et al. Nature 548:108 (2017),28726771,,,43
polyclonal Cow26 d77,ZM246F,Sok et al. Nature 548:108 (2017),28726771,,,46
polyclonal Cow26 d77,ZM247_V1,Sok et al. Nature 548:108 (2017),28726771,,,294
polyclonal Cow26 d77,ZM249_1,Sok et al. Nature 548:108 (2017),28726771,,,258
polyclonal Cow26 d77,ZM53_12,Sok et al. Nature 548:108 (2017),28726771,,,428
polyclonal Donor 17,6535_3,Walker et al. Nature 477:466 (2011),21849977,,,3712
polyclonal Donor 17,92BR020,Walker et al. Nature 477:466 (2011),21849977,,,1623.7
polyclonal Donor 17,92RW008,Walker et al. Nature 477:466 (2011),21849977,,,6500.7
polyclonal Donor 17,92RW009,Walker et al. Nature 477:466 (2011),21849977,,,463.6
polyclonal Donor 17,92RW020_2,Walker et al. Nature 477:466 (2011),21849977,,,5671.1
polyclonal Donor 17,92RW021,Walker et al. Nature 477:466 (2011),21849977,,,2343.6
polyclonal Donor 17,92RW024,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,92RW026,Walker et al. Nature 477:466 (2011),21849977,,,1561
polyclonal Donor 17,92TH021,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,92UG001,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,92UG005,Walker et al. Nature 477:466 (2011),21849977,,,265.5
polyclonal Donor 17,92UG031,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,92UG046,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,93IN905,Walker et al. Nature 477:466 (2011),21849977,,,4396.9
polyclonal Donor 17,93MW959,Walker et al. Nature 477:466 (2011),21849977,,,1602.2
polyclonal Donor 17,93RW029,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,93TH305,Walker et al. Nature 477:466 (2011),21849977,,,3675.2
polyclonal Donor 17,93UG077,Walker et al. Nature 477:466 (2011),21849977,,,1082.8
polyclonal Donor 17,94KE105,Walker et al. Nature 477:466 (2011),21849977,,,955
polyclonal Donor 17,94UG103,Walker et al. Nature 477:466 (2011),21849977,,,193.4
polyclonal Donor 17,94UG114,Walker et al. Nature 477:466 (2011),21849977,,,5390.2
polyclonal Donor 17,98CN006,Walker et al. Nature 477:466 (2011),21849977,,,1908.7
polyclonal Donor 17,98CN009,Walker et al. Nature 477:466 (2011),21849977,,,2551
polyclonal Donor 17,98IN022,Walker et al. Nature 477:466 (2011),21849977,,,3711.8
polyclonal Donor 17,APV_13,Walker et al. Nature 477:466 (2011),21849977,,,177.8
polyclonal Donor 17,APV_17,Walker et al. Nature 477:466 (2011),21849977,,,470
polyclonal Donor 17,APV_6,Walker et al. Nature 477:466 (2011),21849977,,,914.6
polyclonal Donor 17,CAAN5342,Walker et al. Nature 477:466 (2011),21849977,,,1743.1
polyclonal Donor 17,CMU02,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,JRCSF,Walker et al. Nature 477:466 (2011),21849977,,,863
polyclonal Donor 17,JRFL,Walker et al. Nature 477:466 (2011),21849977,,,1291.5
polyclonal Donor 17,MGRM_A_001,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_A_002,Walker et al. Nature 477:466 (2011),21849977,,,839.3
polyclonal Donor 17,MGRM_A_003,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_A_004,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_A_005,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_A_006,Walker et al. Nature 477:466 (2011),21849977,,,260.6
polyclonal Donor 17,MGRM_A_007,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_A_008,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_A_009,Walker et al. Nature 477:466 (2011),21849977,,,4535.8
polyclonal Donor 17,MGRM_A_010,Walker et al. Nature 477:466 (2011),21849977,,,271.3
polyclonal Donor 17,MGRM_A_011,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_A_012,Walker et al. Nature 477:466 (2011),21849977,,,229.9
polyclonal Donor 17,MGRM_A_013,Walker et al. Nature 477:466 (2011),21849977,,,892
polyclonal Donor 17,MGRM_A_014,Walker et al. Nature 477:466 (2011),21849977,,,7222.6
polyclonal Donor 17,MGRM_AE_001,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_AE_002,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_AE_003,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_AE_004,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_AE_005,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_AE_006,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_AE_007,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_AE_008,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_AG_001,Walker et al. Nature 477:466 (2011),21849977,,,174.8
polyclonal Donor 17,MGRM_AG_002,Walker et al. Nature 477:466 (2011),21849977,,,125.5
polyclonal Donor 17,MGRM_AG_003,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_AG_005,Walker et al. Nature 477:466 (2011),21849977,,,517.3
polyclonal Donor 17,MGRM_AG_006,Walker et al. Nature 477:466 (2011),21849977,,,1105.3
polyclonal Donor 17,MGRM_AG_008,Walker et al. Nature 477:466 (2011),21849977,,,125.1
polyclonal Donor 17,MGRM_AG_009,Walker et al. Nature 477:466 (2011),21849977,,,525.2
polyclonal Donor 17,MGRM_AG_011,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_AG_012,Walker et al. Nature 477:466 (2011),21849977,,,104.9
polyclonal Donor 17,MGRM_AG_013,Walker et al. Nature 477:466 (2011),21849977,,,321.2
polyclonal Donor 17,MGRM_C_001,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_C_002,Walker et al. Nature 477:466 (2011),21849977,,,1799.2
polyclonal Donor 17,MGRM_C_004,Walker et al. Nature 477:466 (2011),21849977,,,2177.9
polyclonal Donor 17,MGRM_C_005,Walker et al. Nature 477:466 (2011),21849977,,,1323.5
polyclonal Donor 17,MGRM_C_006,Walker et al. Nature 477:466 (2011),21849977,,,1681.6
polyclonal Donor 17,MGRM_C_007,Walker et al. Nature 477:466 (2011),21849977,,,330.7
polyclonal Donor 17,MGRM_C_008,Walker et al. Nature 477:466 (2011),21849977,,,1742.3
polyclonal Donor 17,MGRM_C_009,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_C_010,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_C_012,Walker et al. Nature 477:466 (2011),21849977,,,716.3
polyclonal Donor 17,MGRM_C_013,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_C_014,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_C_015,Walker et al. Nature 477:466 (2011),21849977,,,141.6
polyclonal Donor 17,MGRM_C_017,Walker et al. Nature 477:466 (2011),21849977,,,3154.6
polyclonal Donor 17,MGRM_C_019,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_C_020,Walker et al. Nature 477:466 (2011),21849977,,,110.9
polyclonal Donor 17,MGRM_C_022,Walker et al. Nature 477:466 (2011),21849977,,,1972.8
polyclonal Donor 17,MGRM_C_023,Walker et al. Nature 477:466 (2011),21849977,,,1046.6
polyclonal Donor 17,MGRM_C_024,Walker et al. Nature 477:466 (2011),21849977,,,718
polyclonal Donor 17,MGRM_C_025,Walker et al. Nature 477:466 (2011),21849977,,,228.2
polyclonal Donor 17,MGRM_C_026,Walker et al. Nature 477:466 (2011),21849977,,,12635.8
polyclonal Donor 17,MGRM_C_027,Walker et al. Nature 477:466 (2011),21849977,,,2368
polyclonal Donor 17,MGRM_C_028,Walker et al. Nature 477:466 (2011),21849977,,,115
polyclonal Donor 17,MGRM_CHRONIC_B_001,Walker et al. Nature 477:466 (2011),21849977,,,330.1
polyclonal Donor 17,MGRM_CHRONIC_B_002,Walker et al. Nature 477:466 (2011),21849977,,,200.1
polyclonal Donor 17,MGRM_CHRONIC_B_003,Walker et al. Nature 477:466 (2011),21849977,,,3664.9
polyclonal Donor 17,MGRM_CHRONIC_B_004,Walker et al. Nature 477:466 (2011),21849977,,,1874.9
polyclonal Donor 17,MGRM_CHRONIC_B_008,Walker et al. Nature 477:466 (2011),21849977,,,2805.1
polyclonal Donor 17,MGRM_CHRONIC_B_010,Walker et al. Nature 477:466 (2011),21849977,,,1145.5
polyclonal Donor 17,MGRM_CHRONIC_B_011,Walker et al. Nature 477:466 (2011),21849977,,,130.8
polyclonal Donor 17,MGRM_CHRONIC_B_012,Walker et al. Nature 477:466 (2011),21849977,,,903.5
polyclonal Donor 17,MGRM_CHRONIC_B_017,Walker et al. Nature 477:466 (2011),21849977,,,132.7
polyclonal Donor 17,MGRM_CHRONIC_B_018,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_CHRONIC_B_020,Walker et al. Nature 477:466 (2011),21849977,,,4132.2
polyclonal Donor 17,MGRM_CHRONIC_B_023,Walker et al. Nature 477:466 (2011),21849977,,,2216.5
polyclonal Donor 17,MGRM_CHRONIC_B_024,Walker et al. Nature 477:466 (2011),21849977,,,157.1
polyclonal Donor 17,MGRM_D_001,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_D_002,Walker et al. Nature 477:466 (2011),21849977,,,5960.5
polyclonal Donor 17,MGRM_D_003,Walker et al. Nature 477:466 (2011),21849977,,,183.1
polyclonal Donor 17,MGRM_D_004,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_D_005,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_D_008,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_D_011,Walker et al. Nature 477:466 (2011),21849977,,,1037.5
polyclonal Donor 17,MGRM_D_012,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_D_013,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_D_014,Walker et al. Nature 477:466 (2011),21849977,,,2249.9
polyclonal Donor 17,MGRM_D_016,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_D_018,Walker et al. Nature 477:466 (2011),21849977,,,6632.6
polyclonal Donor 17,MGRM_D_019,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_D_020,Walker et al. Nature 477:466 (2011),21849977,,,2488
polyclonal Donor 17,MGRM_D_021,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_D_022,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_D_024,Walker et al. Nature 477:466 (2011),21849977,,,355.3
polyclonal Donor 17,MGRM_D_026,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_D_028,Walker et al. Nature 477:466 (2011),21849977,,,2028.2
polyclonal Donor 17,MGRM_D_029,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_F1_004,Walker et al. Nature 477:466 (2011),21849977,,,260.7
polyclonal Donor 17,MGRM_F1_006,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_F1_008,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_F1_010,Walker et al. Nature 477:466 (2011),21849977,,,825.3
polyclonal Donor 17,MGRM_F1_012,Walker et al. Nature 477:466 (2011),21849977,,,573.3
polyclonal Donor 17,MGRM_F1_013,Walker et al. Nature 477:466 (2011),21849977,,,283.9
polyclonal Donor 17,MGRM_F1_014,Walker et al. Nature 477:466 (2011),21849977,,,314.2
polyclonal Donor 17,MGRM_F1_015,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_F1_016,Walker et al. Nature 477:466 (2011),21849977,,,110.3
polyclonal Donor 17,MGRM_F1_017,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_F1_018,Walker et al. Nature 477:466 (2011),21849977,,,770
polyclonal Donor 17,MGRM_F1_020,Walker et al. Nature 477:466 (2011),21849977,,,305.4
polyclonal Donor 17,MGRM_F1_021,Walker et al. Nature 477:466 (2011),21849977,,,227.6
polyclonal Donor 17,MGRM_F1_022,Walker et al. Nature 477:466 (2011),21849977,,,350
polyclonal Donor 17,MGRM_F1_023,Walker et al. Nature 477:466 (2011),21849977,,,362.3
polyclonal Donor 17,MGRM_G_001,Walker et al. Nature 477:466 (2011),21849977,,,5296
polyclonal Donor 17,MGRM_G_004,Walker et al. Nature 477:466 (2011),21849977,,,600.5
polyclonal Donor 17,MGRM_G_006,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_G_009,Walker et al. Nature 477:466 (2011),21849977,,,160.3
polyclonal Donor 17,MGRM_G_011,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_G_013,Walker et al. Nature 477:466 (2011),21849977,,,100.5
polyclonal Donor 17,MGRM_G_014,Walker et al. Nature 477:466 (2011),21849977,,,3593.5
polyclonal Donor 17,MGRM_G_015,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_G_016,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,MGRM_G_017,Walker et al. Nature 477:466 (2011),21849977,,,1582.3
polyclonal Donor 17,MGRM_G_019,Walker et al. Nature 477:466 (2011),21849977,,,1416.7
polyclonal Donor 17,MGRM_G_024,Walker et al. Nature 477:466 (2011),21849977,,,1077.4
polyclonal Donor 17,MGRM_G_025,Walker et al. Nature 477:466 (2011),21849977,,,396.1
polyclonal Donor 17,MGRM_G_027,Walker et al. Nature 477:466 (2011),21849977,,,289
polyclonal Donor 17,MGRM_G_028,Walker et al. Nature 477:466 (2011),21849977,,,2769.4
polyclonal Donor 17,NL43,Walker et al. Nature 477:466 (2011),21849977,,,418.2
polyclonal Donor 17,PVO_4,Walker et al. Nature 477:466 (2011),21849977,,,212.9
polyclonal Donor 17,QH0692_42,Walker et al. Nature 477:466 (2011),21849977,,,175.1
polyclonal Donor 17,SC422_8,Walker et al. Nature 477:466 (2011),21849977,,,367.3
polyclonal Donor 17,SF162,Walker et al. Nature 477:466 (2011),21849977,,,5329.3
polyclonal Donor 17,THRO4156,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,TRJO4551_58,Walker et al. Nature 477:466 (2011),21849977,,,152.5
polyclonal Donor 17,TRO_11,Walker et al. Nature 477:466 (2011),21849977,,,2706.9
polyclonal Donor 17,UG024_2,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,UG037_8,Walker et al. Nature 477:466 (2011),21849977,,,1120.4
polyclonal Donor 17,VLGC_A1,Walker et al. Nature 477:466 (2011),21849977,,,<100
polyclonal Donor 17,VLGC_B3,Walker et al. Nature 477:466 (2011),21849977,,,2961.7
polyclonal Donor 17,ZA012_29,Walker et al. Nature 477:466 (2011),21849977,,,8150
polyclonal Donor 24,6535_3,Walker et al. Science 326:285 (2009a),19729618,,,387
polyclonal Donor 24,92BR020,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,92RW008,Walker et al. Science 326:285 (2009a),19729618,,,4067
polyclonal Donor 24,92RW009,Walker et al. Science 326:285 (2009a),19729618,,,254
polyclonal Donor 24,92RW020_2,Walker et al. Science 326:285 (2009a),19729618,,,282
polyclonal Donor 24,92RW021,Walker et al. Science 326:285 (2009a),19729618,,,316
polyclonal Donor 24,92RW024,Walker et al. Science 326:285 (2009a),19729618,,,241
polyclonal Donor 24,92RW026,Walker et al. Science 326:285 (2009a),19729618,,,361
polyclonal Donor 24,92TH021,Walker et al. Science 326:285 (2009a),19729618,,,192
polyclonal Donor 24,92UG001,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,92UG005,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,92UG031,Walker et al. Science 326:285 (2009a),19729618,,,259
polyclonal Donor 24,92UG046,Walker et al. Science 326:285 (2009a),19729618,,,114
polyclonal Donor 24,93IN905,Walker et al. Science 326:285 (2009a),19729618,,,647
polyclonal Donor 24,93MW959,Walker et al. Science 326:285 (2009a),19729618,,,976
polyclonal Donor 24,93RW029,Walker et al. Science 326:285 (2009a),19729618,,,256
polyclonal Donor 24,93TH305,Walker et al. Science 326:285 (2009a),19729618,,,133
polyclonal Donor 24,93UG077,Walker et al. Science 326:285 (2009a),19729618,,,206
polyclonal Donor 24,94KE105,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,94UG103,Walker et al. Science 326:285 (2009a),19729618,,,350
polyclonal Donor 24,94UG114,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,98CN006,Walker et al. Science 326:285 (2009a),19729618,,,397
polyclonal Donor 24,98CN009,Walker et al. Science 326:285 (2009a),19729618,,,289
polyclonal Donor 24,98IN022,Walker et al. Science 326:285 (2009a),19729618,,,2708
polyclonal Donor 24,APV_13,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,APV_17,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,APV_6,Walker et al. Science 326:285 (2009a),19729618,,,394
polyclonal Donor 24,CAAN5342,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,CMU02,Walker et al. Science 326:285 (2009a),19729618,,,142
polyclonal Donor 24,IAVI_C18,Walker et al. Science 326:285 (2009a),19729618,,,577
polyclonal Donor 24,IAVI_C22,Walker et al. Science 326:285 (2009a),19729618,,,1002
polyclonal Donor 24,IAVI_C3,Walker et al. Science 326:285 (2009a),19729618,,,443
polyclonal Donor 24,JRCSF,Walker et al. Science 326:285 (2009a),19729618,,,8425
polyclonal Donor 24,JRFL,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,MGRM_A_001,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,MGRM_A_002,Walker et al. Science 326:285 (2009a),19729618,,,804
polyclonal Donor 24,MGRM_A_003,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,MGRM_A_004,Walker et al. Science 326:285 (2009a),19729618,,,523
polyclonal Donor 24,MGRM_A_005,Walker et al. Science 326:285 (2009a),19729618,,,175
polyclonal Donor 24,MGRM_A_006,Walker et al. Science 326:285 (2009a),19729618,,,131
polyclonal Donor 24,MGRM_A_007,Walker et al. Science 326:285 (2009a),19729618,,,142
polyclonal Donor 24,MGRM_A_008,Walker et al. Science 326:285 (2009a),19729618,,,142
polyclonal Donor 24,MGRM_A_009,Walker et al. Science 326:285 (2009a),19729618,,,941
polyclonal Donor 24,MGRM_A_010,Walker et al. Science 326:285 (2009a),19729618,,,1430
polyclonal Donor 24,MGRM_A_011,Walker et al. Science 326:285 (2009a),19729618,,,404
polyclonal Donor 24,MGRM_A_012,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,MGRM_A_013,Walker et al. Science 326:285 (2009a),19729618,,,350
polyclonal Donor 24,MGRM_A_014,Walker et al. Science 326:285 (2009a),19729618,,,158
polyclonal Donor 24,MGRM_AE_001,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,MGRM_AE_002,Walker et al. Science 326:285 (2009a),19729618,,,653
polyclonal Donor 24,MGRM_AE_003,Walker et al. Science 326:285 (2009a),19729618,,,211
polyclonal Donor 24,MGRM_AE_004,Walker et al. Science 326:285 (2009a),19729618,,,1773
polyclonal Donor 24,MGRM_AE_005,Walker et al. Science 326:285 (2009a),19729618,,,223
polyclonal Donor 24,MGRM_AE_006,Walker et al. Science 326:285 (2009a),19729618,,,151
polyclonal Donor 24,MGRM_AE_007,Walker et al. Science 326:285 (2009a),19729618,,,176
polyclonal Donor 24,MGRM_AE_008,Walker et al. Science 326:285 (2009a),19729618,,,141
polyclonal Donor 24,MGRM_AG_001,Walker et al. Science 326:285 (2009a),19729618,,,388
polyclonal Donor 24,MGRM_AG_002,Walker et al. Science 326:285 (2009a),19729618,,,147
polyclonal Donor 24,MGRM_AG_003,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,MGRM_AG_005,Walker et al. Science 326:285 (2009a),19729618,,,150
polyclonal Donor 24,MGRM_AG_006,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,MGRM_AG_008,Walker et al. Science 326:285 (2009a),19729618,,,1518
polyclonal Donor 24,MGRM_AG_009,Walker et al. Science 326:285 (2009a),19729618,,,<100
polyclonal Donor 24,MGRM_AG_011,Walker et al. Science 326:285 (2009a),19729618,,,1427
